D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_12_635.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_12_635.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_12_635.jpg,0,0,0,22.83723
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_12_709.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_12_709.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_12_709.jpg,0,0.2205465,0,22.74102
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_12_784.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_12_784.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_12_784.jpg,0,0.4457022,0,22.89135
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_12_858.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_12_858.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_12_858.jpg,-0.05,0.6343344,0,23.13885
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_12_933.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_12_933.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_12_933.jpg,-0.25,0.862016,0,23.65885
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_13_006.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_13_006.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_13_006.jpg,-0.45,1,0,24.29692
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_13_081.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_13_081.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_13_081.jpg,-0.6000001,1,0,24.75221
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_13_154.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_13_154.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_13_154.jpg,0,1,0,25.47646
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_13_227.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_13_227.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_13_227.jpg,0,1,0,26.23033
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_13_301.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_13_301.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_13_301.jpg,0,1,0,26.79699
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_13_373.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_13_373.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_13_373.jpg,0,1,0,27.54815
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_13_445.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_13_445.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_13_445.jpg,0,1,0,28.29378
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_13_514.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_13_514.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_13_514.jpg,0,1,0,28.84909
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_13_587.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_13_587.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_13_587.jpg,0,1,0,29.58433
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_13_662.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_13_662.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_13_662.jpg,0,1,0,30.13193
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_13_736.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_13_736.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_13_736.jpg,0,1,0,30.19025
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_13_811.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_13_811.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_13_811.jpg,0,1,0,30.19026
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_13_887.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_13_887.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_13_887.jpg,0,1,0,30.19025
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_13_960.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_13_960.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_13_960.jpg,0,0.9691636,0,30.1903
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_14_031.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_14_031.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_14_031.jpg,0,1,0,30.18985
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_14_101.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_14_101.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_14_101.jpg,0,1,0,30.19034
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_14_170.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_14_170.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_14_170.jpg,0,1,0,30.19027
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_14_240.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_14_240.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_14_240.jpg,0,1,0,30.19032
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_14_313.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_14_313.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_14_313.jpg,-0.2,1,0,30.1798
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_14_384.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_14_384.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_14_384.jpg,-0.4,1,0,30.15732
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_14_456.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_14_456.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_14_456.jpg,0,1,0,30.18761
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_14_527.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_14_527.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_14_527.jpg,0,1,0,30.18929
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_14_596.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_14_596.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_14_596.jpg,0,1,0,30.18999
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_14_667.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_14_667.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_14_667.jpg,0,1,0,30.1902
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_14_734.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_14_734.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_14_734.jpg,0,1,0,30.19034
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_14_804.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_14_804.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_14_804.jpg,0,1,0,30.1903
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_14_872.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_14_872.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_14_872.jpg,0,1,0,30.19027
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_14_940.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_14_940.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_14_940.jpg,-0.05,1,0,30.18968
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_15_011.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_15_011.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_15_011.jpg,-0.25,1,0,30.17489
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_15_081.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_15_081.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_15_081.jpg,-0.4,1,0,30.15759
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_15_151.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_15_151.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_15_151.jpg,0,1,0,30.18582
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_15_221.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_15_221.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_15_221.jpg,0,1,0,30.18897
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_15_291.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_15_291.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_15_291.jpg,0,1,0,30.1899
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_15_358.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_15_358.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_15_358.jpg,0,1,0,30.19018
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_15_426.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_15_426.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_15_426.jpg,0,1,0,30.19069
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_15_492.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_15_492.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_15_492.jpg,0,1,0,30.19032
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_15_559.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_15_559.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_15_559.jpg,0,1,0,30.19029
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_15_630.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_15_630.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_15_630.jpg,-0.1,1,0,30.18777
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_15_697.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_15_697.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_15_697.jpg,-0.25,1,0,30.17489
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_15_774.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_15_774.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_15_774.jpg,-0.45,1,0,30.15154
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_15_845.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_15_845.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_15_845.jpg,0,1,0,30.17286
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_15_914.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_15_914.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_15_914.jpg,0,1,0,30.18532
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_15_987.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_15_987.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_15_987.jpg,0,1,0,30.18915
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_16_055.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_16_055.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_16_055.jpg,0,1,0,30.19004
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_16_126.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_16_126.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_16_126.jpg,0,1,0,30.19029
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_16_197.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_16_197.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_16_197.jpg,0,1,0,30.19032
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_16_272.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_16_272.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_16_272.jpg,-0.1,1,0,30.18806
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_16_343.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_16_343.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_16_343.jpg,-0.3,1,0,30.16973
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_16_416.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_16_416.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_16_416.jpg,-0.45,1,0,30.15177
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_16_489.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_16_489.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_16_489.jpg,0,1,0,30.18569
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_16_561.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_16_561.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_16_561.jpg,0,1,0,30.18911
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_16_633.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_16_633.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_16_633.jpg,0,1,0,30.19005
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_16_705.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_16_705.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_16_705.jpg,0,1,0,30.19025
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_16_776.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_16_776.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_16_776.jpg,0,1,0,30.19027
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_16_844.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_16_844.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_16_844.jpg,-0.2,1,0,30.18058
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_16_913.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_16_913.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_16_913.jpg,-0.35,1,0,30.16417
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_16_981.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_16_981.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_16_981.jpg,-0.5000001,1,0,30.1458
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_17_051.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_17_051.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_17_051.jpg,-0.7,1,0,30.12127
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_17_118.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_17_118.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_17_118.jpg,0,1,0,30.17466
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_17_188.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_17_188.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_17_188.jpg,0,1,0,30.18633
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_17_255.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_17_255.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_17_255.jpg,0,1,0,30.18918
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_17_329.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_17_329.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_17_329.jpg,0,1,0,30.19042
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_17_405.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_17_405.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_17_405.jpg,0,1,0,30.19024
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_17_475.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_17_475.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_17_475.jpg,0,1,0,30.19032
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_17_550.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_17_550.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_17_550.jpg,0,1,0,30.19082
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_17_619.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_17_619.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_17_619.jpg,0,1,0,30.1904
D:\Machine_Learning\Projects\Self_driving_car\data\IMG\center_2019_08_17_18_50_17_686.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\left_2019_08_17_18_50_17_686.jpg,D:\Machine_Learning\Projects\Self_driving_car\data\IMG\right_2019_08_17_18_50_17_686.jpg,0,1,0,30.19033
